nome,tipo,latitude,longitude
Medcor,Clínica,-15.8069028,-47.9330735
IDESP,Escola,-15.7698095,-47.8888027
CAPS Flor de Lótus,Hospital,-16.012906,-48.0046179
Clinisan,Clínica,-16.0100173,-48.0073482
Psicotrans,UBS/Médico,-15.8569898,-47.9545069
Uniprojeção Unidade II,Universidade,-15.6514745,-47.7820874
SESI Sobradinho,Escola,-15.6414827,-47.7875694
Clinica dos Olhos,Clínica,-15.656819,-47.8019514
Agora Consulta,Clínica,-15.8711846,-48.0636137
MEDBrasília consultas médicas,UBS/Médico,-15.8710914,-48.0633483
+ProntoSam,Clínica,-15.8709911,-48.0649632
Clínica São Cristovão,Clínica,-15.8710737,-48.0652086
Sabin medicina diagnóstica,Clínica,-15.8711033,-48.0652784
Sem nome,Escola,-15.8720076,-48.0682932
Hospital Urológico de Brasília,Hospital,-15.8224251,-47.9251883
Clínica Previne,Clínica,-15.8300767,-47.9029601
Alergo Centro,Clínica,-16.0001095,-48.0591873
Fisioterapia Juliana,Clínica,-16.0020742,-48.059756
Corre Cotia Educação Infantil,Escola,-15.812591,-48.0901515
Hospital Doctor Med,UBS/Médico,-15.6219641,-47.6555045
Centro de Saúde 04 de Planaltina,Clínica,-15.6197673,-47.6805631
Centro de Saúde 05 Arapoanga,Clínica,-15.6394064,-47.6471018
Centro Educacional Cond Estância III,Escola,-15.617662,-47.686763
Ec 15 de Planaltina,Escola,-15.6187543,-47.6853743
Escola Classe Estância de Planaltina,Escola,-15.6058917,-47.6701616
Centro Educacional Pompílio Marques de Souza,Escola,-15.5990537,-47.6828288
Escola Classe 11 de Planaltina,Escola,-15.6032788,-47.6461487
Escola Classe 13 de Planaltina,Escola,-15.603528,-47.6424268
Jardim de Infância Casa da Vivência,Escola,-15.6125447,-47.6505881
Escola Classe 06 de Planaltina,Escola,-15.6273894,-47.6466818
Centro Educacional Dona América Guimarães,Escola,-15.6402296,-47.6291493
Centro de Ensino Fundamental Juscelino Kubitscheck;Farmácia Morais,Escola,-15.6011339,-47.6878191
Escola Classe 07 de Planaltina,Escola,-15.6417188,-47.663744
Escola Classe 05 de Planaltina,Escola,-15.631591,-47.6543039
Centro Educacional Estella dos Cherubins Guimarães,Escola,-15.6306589,-47.6598865
Centro de Ensino Fundamental Queima Lençol,Escola,-15.5892286,-47.8430771
Instituto Legislativo Brasileiro,Universidade,-15.796372,-47.8618325
Faculdade de Direito(FDD),Universidade,-15.7593674,-47.8719568
Instituto de Ciencias Sociais(ICS),Universidade,-15.7574675,-47.8727186
Instituto de Relações Internacionais(IREL)/Instituto de Ciência Política,Universidade,-15.7581077,-47.8697145
"Faculdade de Administração, Contabilidade e Economia (FACE)",Universidade,-15.7584381,-47.8718227
Faculdade de Arquitetura e Urbanismo,Universidade,-15.7614841,-47.8700471
Faculdade de Comunicação,Universidade,-15.7608594,-47.8702348
Escola Parque 307-308 Sul,Escola,-15.8127384,-47.9048636
Jardim Pequizeiro,Escola,-15.8417938,-47.7841936
Medicina da Visão,Clínica,-15.8138917,-47.9134755
Interplástica FB,Clínica,-15.8139645,-47.9135355
Oral Concept,Clínica,-15.8270348,-47.9294098
Exame,Clínica,-15.8276823,-47.9290194
Clinicordis,Clínica,-15.8140168,-47.9135471
CLIAOD,Clínica,-15.8140965,-47.9136684
Orthos,Clínica,-15.8139422,-47.9135352
By Imagem,Clínica,-15.813923,-47.9135109
Laboro,Escola,-15.8020658,-47.8947785
Ashram casa Jasmin,Escola,-15.7729372,-47.8913571
1a Infância,Escola,-15.7194265,-47.8873969
Kumon,Escola,-15.7178047,-47.8853765
Instituto Aprender,Escola,-15.7875614,-47.779026
Centro de Ensino Medio 404 de Santa Maria,Escola,-16.0346901,-48.0266342
Centro de Ensino Fundamental 201 de Santa Maria,Escola,-16.0440518,-48.0337001
Centro De Ensino Fundamental 403 De Santa Maria,Escola,-16.0378358,-48.0266935
CED 03 de Sobradinho,Escola,-15.6492001,-47.8121163
CENTRO CLÍNICO  HUMAN-MED,Clínica,-15.7946189,-48.0518818
Unidade Basica de Saúde 09 de Ceilândia,Clínica,-15.8467,-48.123532
Laboratório LAGAS,Universidade,-15.7609042,-47.8706058
Sala de Cartografia,Escola,-15.7607524,-47.8707816
sala de aula (cartografia),Escola,-15.7607318,-47.8708127
auditorio IH,Escola,-15.7609407,-47.8707493
Sala de aula de cartografia,Escola,-15.7607253,-47.8708233
Escola Classe 325 de Samambaia,Escola,-15.897196,-48.1230271
Centro de Ensino Fundamental 04,Escola,-15.7836228,-47.7793112
Escola João Paulo Segundo,Escola,-15.7800243,-47.7845576
Escola Classe 02 do Paranoá,Escola,-15.7635973,-47.7783993
Clínica da Família 1 Samambaia,Clínica,-15.8984403,-48.1211662
Colégio Esplanada,Escola,-15.7627926,-47.7797241
Escola Pica Pau Amarelo,Escola,-15.7675017,-47.7808144
Centro de Ensino Fundamental ABC,Escola,-15.7651603,-47.7808464
Centro de Ensino Fundamental 16 de Taguatinga,Escola,-15.8251879,-48.0909381
Escola Classe 41 de Taguatinga,Escola,-15.8244802,-48.0876776
Escola Classe 53 de Taguatinga,Escola,-15.8314115,-48.0887666
Centro de Educação Infantil 06 de Taguatinga,Escola,-15.8194894,-48.0893513
Centro de Ensino Fundamental 12 de Taguatinga,Escola,-15.803415,-48.0727031
Escola Classe 08 de Taguatinga,Escola,-15.8009925,-48.0654916
Escola Classe 16 de Taguatinga,Escola,-15.7959507,-48.0601024
Centro Educacional 04 de Taguatinga,Escola,-15.79526,-48.0578694
Centro de Educação Infantil 02 de Taguatinga,Escola,-15.8002968,-48.0575278
Centro de Ensino Médio EIT,Escola,-15.8325716,-48.0591008
Escola Classe 39 de Taguatinga,Escola,-15.8249445,-48.0679961
Escola Classe 42 de Taguatinga,Escola,-15.8070968,-48.0954141
Escola Classe 52 de Taguatinga,Escola,-15.8009496,-48.1024624
Escola Classe 45 de Taguatinga,Escola,-15.7938856,-48.1074674
Centro de Ensino Fundamental 17 de Taguatinga,Escola,-15.7965595,-48.1023497
Centro de Ensino Especial 01 de Taguatinga,Escola,-15.8158347,-48.0859146
Escola Classe 29 de Taguatinga,Escola,-15.8150174,-48.0861907
Centro Educacional 05 de Taguatinga,Escola,-15.816291,-48.0872454
Centro de Educação Infantil 05 de Taguatinga,Escola,-15.8153945,-48.0813827
Centro de Ensino 14 de Taguatinga,Escola,-15.8201393,-48.0787582
Centro de Ensino Fundamental de Taguatinga,Escola,-15.822934,-48.0829238
Centro Educacional 06 de Taguatinga,Escola,-15.8317132,-48.0784313
Escola Classe 50 de Taguatinga,Escola,-15.8309314,-48.0750222
Escola Classe 12 de Taguatinga,Escola,-15.8055812,-48.0791453
Escola Classe 27 de Taguatinga,Escola,-15.8132804,-48.0683782
Escola Classe 18 de Taguatinga,Escola,-15.8124604,-48.0592165
Centro de Ensino Fundamental 08 de Taguatinga,Escola,-15.8173041,-48.0583993
Escola Classe 06 de Taguatinga,Escola,-15.8198697,-48.0622287
Escola Classe 19 de Taguatinga,Escola,-15.8226622,-48.0567251
UNEPOS - União de Estudos e Pós-Graduação,Universidade,-15.8233904,-48.0255371
Ortotrauma,Clínica,-15.8227417,-48.0245118
Escola Classe 02 - Vicente Pires,Escola,-15.8005066,-48.0489662
Colégio Sursum Corda,Escola,-15.7919926,-48.0465622
Colégio Anchieta,Escola,-15.8511598,-48.0651668
LAGAS ldmm,Escola,-15.7607002,-47.8702594
Departamento de Geografia,Escola,-15.7610372,-47.8707349
Sala de Aula,Escola,-15.7606721,-47.8708464
UBS 01 - Paranoá,Clínica,-15.7692895,-47.7799107
Estácio Polo EAD,Universidade,-15.8046656,-48.0427985
Unip - Polo Ead,Universidade,-15.8129705,-48.0123662
Colégio Vitória Régia,Escola,-15.8089717,-48.0247459
Cria Ativa,Escola,-15.8289445,-48.037705
Colégio Gauí,Escola,-15.791334,-48.0284326
Escola e Creche Vila do Sol,Escola,-15.8090375,-48.0209224
Colégio Recreio,Escola,-15.7977264,-48.0147547
CEE 01 de Sobradinho,Escola,-15.6502421,-47.778939
CEF 03 de Sobradinho,Escola,-15.6506224,-47.7992027
CEF 04 de Sobradinho,Escola,-15.6461205,-47.77853
CEM 01 de Sobradinho,Escola,-15.6538409,-47.7986163
EC 01 de Sobradinho,Escola,-15.649661,-47.7989711
EC 04 de Sobradinho,Escola,-15.6457263,-47.7778069
EC 05 de Sobradinho,Escola,-15.6401883,-47.802136
EC 12 de Sobradinho,Escola,-15.6601997,-47.8081062
EC 15 de Sobradinho,Escola,-15.6521219,-47.8091282
Colégio Projeção,Escola,-15.6501951,-47.7822889
Centro Educacional Lumni,Escola,-15.6559807,-47.7934665
Sabin,Clínica,-15.8903224,-47.810538
Exame,Clínica,-15.8253504,-47.930275
Sabin,Clínica,-15.8254799,-47.9300977
HFAB - Hospital de Força Aérea de Brasília,Hospital,-15.8690443,-47.9017371
Colégio Objetivo,Escola,-15.8465182,-47.9706592
BELLA VITA ESTÉTICA INTEGRADA,Hospital,-15.8406179,-47.8836992
Sem nome,Escola,-15.8371015,-47.9159772
Proceram Instituto de Odontologia,Hospital,-15.7868494,-47.8827919
Daniel Pingret Nutricionista,UBS/Médico,-15.7650774,-47.875727
unidade básica de saúde Tororó - UBS,Hospital,-15.9636979,-47.8188623
Departamento de Estatística da UnB,Universidade,-15.7586173,-47.8690877
Faculdade de Ciências da Saúde da UnB,Universidade,-15.7678488,-47.8666832
Espaço Terapêutico,Clínica,-15.7182645,-47.8968524
Cpap Sono - Terapia do Sono,Hospital,-15.8224695,-48.0583283
Baobá Materno Infantil,Escola,-15.7445546,-47.9145463
Dr. Brasília Centro Clínico,Clínica,-15.7941855,-48.0525366
Mix Imagem Diagnóstico por Imagem,Hospital,-15.8275052,-47.9277937
Elite Rede de Ensino - Ceilândia,Escola,-15.816343,-48.1229552
Colégio Ideal,Escola,-15.8404764,-48.0374038
Colégio Biângulo,Escola,-15.6467379,-47.7816528
UBS 07 - São Sebastião,Clínica,-15.9165145,-47.7709814
Atitude Clínica Multidisciplinar e Psicológica,UBS/Médico,-15.8222755,-47.9250452
Derma Star,UBS/Médico,-15.7867135,-47.8888292
Exame,Clínica,-15.8160177,-47.9164642
Instituto de Olhos,Clínica,-15.8260005,-48.0594264
Escola técnica do Paranoá,Escola,-15.7810692,-47.7843644
NeuroGama,Clínica,-15.9999282,-48.0582582
Departamento de Engenharia Elétrica,Universidade,-15.7629559,-47.872432
Salas de professores do ENE,Universidade,-15.7632795,-47.8723733
Lab Redes - ENe,Universidade,-15.7637828,-47.8721489
Instituto de Psicologia da UnB,Universidade,-15.7650488,-47.8674345
Arquivo Central da UnB,Universidade,-15.7672734,-47.869534
Escola Mundo Encantado,Escola,-15.751446,-47.7721274
cef 1 candangolandia,Escola,-15.848567,-47.9500633
Escola Jardim do Éden,Escola,-15.638075,-47.8403251
Escola Parque do Núcleo Bandeirante,Escola,-15.8653631,-47.9593448
Laboratório de Projetos Especiais do Departamento de Ciência da Computação da UnB,Universidade,-15.7587308,-47.8690585
Clinica Intersaude,Clínica,-15.7522049,-47.7641342
Benditta Academy,Escola,-15.863069,-48.0787359
On Life MEDICARE,Clínica,-15.8676295,-47.9724042
Clinigama,Clínica,-16.0291808,-48.0636593
Upa Parque lago,Hospital,-15.568732,-47.324227
Colégio Estadual  Santa Bárbara,Escola,-15.607141,-48.207362
Colégio Estadual Santa Bárbara,Escola,-15.6072262,-48.2072948
Samu,Clínica,-15.8162044,-48.1089613
Centro de Ensino Fundamental 01 de Sobradinho,Escola,-15.6575122,-47.7926862
Clinica Doutor Certo,UBS/Médico,-15.8141358,-48.1066249
MP Educação Profissional,Escola,-15.6496037,-47.7947353
Pronto Atendimento - HUB,Hospital,-15.7717997,-47.873095
Unidade Básica de Saúde (UBS) nº 3 do Paranoá Parque,Clínica,-15.7677916,-47.7920178
UBS 4 Sobradinho II,Clínica,-15.634288,-47.8379934
UBS 5 Sobradinho II,Clínica,-15.6283833,-47.8375939
UBS 6 Sobradinho II,Clínica,-15.6223956,-47.8365823
Clínica Salus Ortopedia e Fisioterapia,Hospital,-15.7325653,-47.897381
Colégio Objetivo,Escola,-15.8089218,-48.0814148
Instituto Técnico Madre Teresa,Escola,-15.8068673,-48.080377
Sem nome,Escola,-15.5403648,-47.3417906
Sem nome,Escola,-15.5455596,-47.3367641
Sem nome,Escola,-15.5448333,-47.3378365
Sem nome,Hospital,-15.549241,-47.3374291
Sem nome,Hospital,-15.5473691,-47.340901
Sem nome,Escola,-15.5401585,-47.3391154
Centro de Educação Profissional de Brazlândia Deputado Juarezão,Escola,-15.6658512,-48.1917387
Entrada Funcional - Hospital Santa Marta,Hospital,-15.8608606,-48.0408183
Internação - HSM,Hospital,-15.8607523,-48.0417647
Pronto Socorro - HSM,Hospital,-15.8610502,-48.041601
Centro Clínico - HSM,Hospital,-15.8605127,-48.0418964
Escola da Natureza,Escola,-15.7906247,-47.9043804
Arara Azul,Escola,-15.840995,-48.0083097
Escola Dó Ré Mi,Escola,-15.8291338,-48.0128692
Bambuluá,Escola,-15.8621113,-47.9976027
Escola Cresce,Escola,-15.844881,-48.0321349
Colégio Vencer,Escola,-15.8359521,-48.0319147
Colégio Objetivo,Escola,-15.8377971,-48.0251208
Escola Baby House,Escola,-15.8308847,-48.0166252
Colégio Visão,Escola,-15.8377235,-48.0297491
Mapple Bear,Escola,-15.8446989,-48.0321456
COC,Escola,-15.8447733,-48.0324871
La Casa Dei Bambini,Escola,-15.8318911,-48.0173899
Centro Educacional Brink Kids,Escola,-15.8309307,-48.0168846
Vila Baby e Kids Berçário e Educação Infantil,Escola,-15.8436187,-48.0312656
Hospital Santa Marta,Hospital,-15.76,-47.8774036
Centro de psiquiatria e psicologia Van Gogh,UBS/Médico,-15.7873805,-47.8827139
Sem nome,Escola,-15.7606179,-47.8947275
CEPI Americano do Brasil,Escola,-15.5444903,-47.340767
UBS 1 Formosinha,Hospital,-15.5616793,-47.334695
Polissonografia DF,Clínica,-15.8265031,-47.9306596
Colégio Biângulo - Vicente Pires,Escola,-15.7960487,-48.0429758
UBS 7 JARDIM RORIZ PLANALTINA,Clínica,-15.6027068,-47.6483326
Centro de Ensino Fundamental 08,Escola,-15.6035022,-47.648313
Unidade Básica de Saúde 20,Clínica,-15.6123326,-47.6518839
Galli,UBS/Médico,-15.7846595,-47.8849902
CEI 01 de Planaltina,Escola,-15.6196522,-47.6830226
Centro de Educação Infantil 02 de Planaltina,Escola,-15.6032553,-47.64601
Centro de Educação Infantil Palmeiras,Escola,-15.528427,-47.7409324
CAIC Assis Chateaubriand,Escola,-15.6181856,-47.6423734
Escola Classe 01 de Planaltina,Escola,-15.6258573,-47.6548813
Escola Classe 03,Escola,-15.6150475,-47.6463251
Escola Classe 04 de Planaltina,Escola,-15.6212529,-47.6466684
Escola Classe 09 de Planaltina,Escola,-15.6105816,-47.644845
Escola Classe 14 de Planaltina,Escola,-15.6136602,-47.6323535
Escola Classe 16 de Planaltina,Escola,-15.6197748,-47.6812103
Escola Classe Altamir,Escola,-15.6330541,-47.6811748
Escola Classe Aprodarmas,Escola,-15.6640596,-47.6576236
Escola Classe Barra Alta,Escola,-15.8482231,-47.4575123
Escola Classe Rural Coperbrás,Escola,-15.7580899,-47.5474614
Escola Classe Córrego do Meio,Escola,-15.6956357,-47.7075415
EC Estância do PipiripauEC Estância do Pipiripau,Escola,-15.6098703,-47.5639246
Escola Classe ETA 44,Escola,-15.5928241,-47.7296676
Escola Classe Jardim dos Ipês - SEDF,Escola,-15.6550467,-47.6255955
Escola Classe Mestre D'armas,Escola,-15.6724707,-47.6463837
escola classe monjolo,Escola,-15.5377193,-47.68626
Escola Classe Núcleo Rural Córrego Do Atoleiro,Escola,-15.6241466,-47.6148157
Escola Classe Paraná,Escola,-15.6151012,-47.6452919
Escola Classe Pedra Fundamental,Escola,-15.6737508,-47.6725071
Escola Classe Rajadinha,Escola,-15.7536706,-47.6507604
Escola Classe Reino das Flores,Escola,-15.6932135,-47.6024738
Escola Classe Vale do Sol,Escola,-15.654547,-47.6513835
Escola Classe Vale Verde,Escola,-15.5376752,-47.6531224
Centro de Ensino Fundamental 01 de Planaltina,Escola,-15.6228127,-47.6537524
Centro de Ensino Fundamental 02 de Planaltina,Escola,-15.6219413,-47.65709
Centro de Ensino Fundamental 03 de Planaltina,Escola,-15.6156951,-47.6409306
Centro de Ensino Fundamental 04 de Planaltina;Centro Interescolar de Línguas 01 de Planaltina,Escola,-15.6226527,-47.6517824
Centro de Ensino Fundamental 08 de Planaltina,Escola,-15.6212976,-47.6453889
Centro de Ensino Bonsucesso,Escola,-15.5055617,-47.5852889
Centro de Ensino Fundamental Cerâmicas Reunidas Dom Bosco,Escola,-15.5732311,-47.3855408
Centro de Ensino Fundamental Juscelino Kubitschek,Escola,-15.6010772,-47.6879654
Centro de Ensino Fundamental Nossa Senhora de Fátima,Escola,-15.6033204,-47.6581162
Centro de Ensino Fundamental Rio Preto,Escola,-15.7633196,-47.4930429
Centro de Ensino Fundamental São José,Escola,-15.7037431,-47.3736832
Centro Educacional 03 de Planaltina,Escola,-15.6033274,-47.6500014
CED Águas do Cerrado - CEDAC,Escola,-15.6425549,-47.6237955
Centro Educacional Osorio Bachin,Escola,-15.5269488,-47.6304782
Centro de Ensino  Pipiripau II,Escola,-15.5347588,-47.5123173
Centro Educacional Taquara,Escola,-15.633936,-47.5220789
Centro Educacional Vale do Amanhecer,Escola,-15.6796961,-47.6567448
Centro Educacional Várzeas,Escola,-15.8210547,-47.5705111
Centro de Ensino Médio 01 de Planaltina (Centrão),Escola,-15.6205384,-47.6517685
Centro de Ensino Médio 02 de Planaltina,Escola,-15.6214205,-47.6536844
Centro de Ensino Especial 01 de Planaltina,Escola,-15.620076,-47.6536185
CEP - Escola Técnica de Saúde de Planaltina,Escola,-15.6247611,-47.6546156
UBS 1 PLANALTINA,Clínica,-15.6178086,-47.641176
UBS 2 PLANALTINA,Clínica,-15.612357,-47.6432213
UBS 18 PLANALTINA,Clínica,-15.6151549,-47.6514704
ReCriar Psicologia,Clínica,-15.8280475,-48.0129047
Dra. Mayara Flores,Hospital,-15.8354434,-47.9134253
Gileade Centro Clínico,Hospital,-15.8350186,-48.0121916
Dr Samuel Abner - Cardiologista Intervencionista,UBS/Médico,-15.8142122,-47.9136271
Visão Hospital de Olhos,Hospital,-15.8225642,-48.0648252
Clínica Otorrino Brasília,UBS/Médico,-15.8074789,-47.9337623
Vila Clínicas,Clínica,-15.7954444,-47.8514874
